"","Location","Latitude","Longitude","Q","Quality","Width","Area","new_date"
"195","AR13-1",58.4249886,-111.2391687,1216.067195,2,"184.519",1330.997803,2019-08-13 12:25:54
"196","AR13-1",58.42514544,-111.2389052,1158.506549,2,"174.927",1325.253784,2019-08-13 12:29:19
"197","AR13-1",58.42513682,-111.2383523,1237.259712,2,"179.783",1329.522217,2019-08-13 12:35:02
"198","AR13-1",58.42099285,-111.2482833,58.37770158,2,"66.885",179.5761261,2019-08-13 13:01:56
"199","AR13-1",58.4210726,-111.2485859,59.8437829,2,"73.845",183.5557861,2019-08-13 13:03:34
"200","AR13-1",58.42073765,-111.2489354,60.07790121,2,"63.863",167.2668457,2019-08-13 13:06:52
"201","AR13-1",58.41665684,-111.2577114,17.3446943,2,"34.84",72.72121429,2019-08-13 13:16:53
"202","AR13-1",56.61920554,-107.8345988,16.10356844,2,"29.604",61.99149323,2019-08-13 13:17:59
"203","AR13-1",58.41177021,-111.2642319,16.02428971,2,"37.646",80.14897919,2019-08-13 13:31:24
"204","AR13-1",58.41165255,-111.264361,15.97832778,2,"31.825",61.92927551,2019-08-13 13:32:35
"205","AR13-1",58.40845906,-111.2675641,12.91918242,2,"22.396",33.85493088,2019-08-13 13:38:50
"206","AR13-1",58.40838131,-111.2675707,15.56670306,2,"22.351",41.06481552,2019-08-13 13:40:05
"207","AR13-1",58.40558959,-111.2633161,17.13621799,2,"42.402",78.82073975,2019-08-13 13:49:16
"208","AR13-1",58.40550797,-111.2634646,18.38040218,2,"36.386",59.86332703,2019-08-13 13:50:27
"209","AR13-1",58.40314738,-111.2598297,10.06516416,2,"28.271",31.89522171,2019-08-13 13:56:26
"210","AR13-1",58.40316617,-111.2593914,7.91678369,2,"28.012",28.46759605,2019-08-13 13:57:23
"211","AR13-1",58.39901867,-111.2450109,12.16920168,2,"23.955",28.44750023,2019-08-13 14:08:29
"212","AR13-1",58.39903297,-111.2448018,13.46738366,2,"20.411",28.61130142,2019-08-13 14:09:33
"213","AR13-1",58.39885874,-111.2325958,12.10903996,2,"23.148",13.9201889,2019-08-13 14:22:19
"214","AR13-1",58.39899945,-111.232487,7.744071349,2,"23.956",11.74990654,2019-08-13 14:23:21
"215","NR08132019-1",58.41868747,-111.2603156,40.78758563,2,"33.823",151.3838043,2019-08-13 15:20:01
"216","NR08132019-1",58.41871436,-111.2603524,40.782151,2,"36.923",161.3467865,2019-08-13 15:21:13
"217","NR08132019-2",58.41568458,-111.273794,37.94157031,2,"33.978",117.1856995,2019-08-13 15:31:33
"218","NR08132019-2",58.41572144,-111.2739104,41.1482628,2,"37.311",124.0004578,2019-08-13 15:32:42
"220","NR08132019-3",58.42026656,-111.2847806,35.30008145,2,"36.341",151.6508026,2019-08-13 15:43:55
"221","NR08132019-3",58.42037121,-111.2848068,39.47913465,2,"34.134",149.8338013,2019-08-13 15:44:57
"222","NR08132019-4",58.42133686,-111.2955035,39.13796294,2,"36.061",115.2065125,2019-08-13 15:57:53
"223","NR08132019-4",58.42138049,-111.2955852,41.73782149,2,"39.405",111.2016983,2019-08-13 15:59:06
"224","NR08132019-4",58.42136533,-111.2957308,37.40176466,2,"36.414",77.63199615,2019-08-13 16:00:37
"225","ATH",58.46383799,-110.8537341,1039.394819,2,"202.72",1259.377197,2019-08-13 17:35:48
"226","ATH",58.46421094,-110.8523792,1046.791744,2,"207.563",1279.393677,2019-08-13 17:40:48
"227","ATH",58.46451695,-110.8518198,1072.990671,2,"206.506",1283.253662,2019-08-13 17:45:45
"228","ATH",58.66129711,-110.8716972,92.76096803,2,"52.054",144.941803,2019-08-13 18:29:24
"229","ATH",58.66134147,-110.8716777,93.4654779,2,"53.112",145.6610718,2019-08-13 18:31:22
"230","QF-14-1",58.64965714,-111.3033758,208.1868661,2,"105.933",396.8487549,2019-08-14 09:09:40
"231","QF-14-1",58.64973365,-111.303761,211.5706897,2,"103.958",406.9133911,2019-08-14 09:12:21
"232","QF-14-1",58.6497831,-111.3038102,204.5342211,2,"106.185",415.9683838,2019-08-14 09:16:05
"233","QF-14-1",58.65365592,-111.2985752,307.8912728,2,"106.065",492.8573608,2019-08-14 09:25:49
"234","QF-14-1",58.65353802,-111.2985061,302.5738476,2,"104.863",499.8785095,2019-08-14 09:28:54
"235","QF-14-1",58.65377489,-111.2988274,299.3145044,2,"107.517",484.3328857,2019-08-14 09:31:34
"236","QF-14-3",58.65207585,-111.2842581,92.54935087,2,"123.73",453.477417,2019-08-14 09:46:23
"237","QF-14-3",58.65243335,-111.2838271,92.45414392,2,"121.15",457.0873413,2019-08-14 09:49:04
"238","QF-14-3",58.65290642,-111.2827552,83.64620169,2,"164.512",468.4665222,2019-08-14 09:51:34
"239","QF-14-4",58.68711724,-111.1982696,101.4244249,2,"147.935",502.1459351,2019-08-14 10:09:10
"240","QF-14-4",58.68741863,-111.1977441,107.1547187,2,"158.54",499.6918335,2019-08-14 10:12:08
"241","QF-14-4",58.68775183,-111.1969908,101.354365,2,"154.5",510.2207031,2019-08-14 10:15:56
"242","RO-14-1",58.70287832,-111.1974654,1434.50418,2,"264.817",2815.505371,2019-08-14 10:48:08
"243","RO-14-1",58.70277352,-111.197283,1479.015866,2,"267.198",2866.005615,2019-08-14 10:52:59
"244","RO-14-1",58.7026166,-111.197395,1417.37673,2,"277.906",2818.85376,2019-08-14 10:57:38
"245","RO-14-2",58.71052729,-111.2128337,1426.906469,2,"532.46",2635.754883,2019-08-14 11:17:25
"246","RO-14-2",58.71021405,-111.2125665,1357.466206,2,"528.618",2628.545166,2019-08-14 11:29:52
"247","RO-14-2",58.71071445,-111.2132263,1359.363066,2,"536.345",2614.055176,2019-08-14 11:38:58
"248","EM-14-1",58.68444097,-111.0524507,244.293964,2,"134.636",394.099884,2019-08-14 12:37:53
"249","EM-14-1",58.68437489,-111.0525356,244.9818935,2,"132.046",394.4601746,2019-08-14 12:41:20
"250","EM-14-1",58.68441421,-111.0524649,250.1975541,2,"133.218",392.4472351,2019-08-14 12:44:14
"251","EM-14-2",58.62405666,-111.0395707,281.2961788,2,"89.708",431.7318115,2019-08-14 13:05:50
"252","EM-14-2",58.62405085,-111.0396276,282.4553028,2,"90.612",439.4724426,2019-08-14 13:08:06
"253","EM-14-2",58.62416202,-111.039577,274.9191815,2,"91.8",436.8919678,2019-08-14 13:10:24
"254","EM-14-3",58.57366152,-111.0900876,268.2444158,2,"102.592",395.7478943,2019-08-14 13:35:27
"255","EM-14-3",58.57375755,-111.0900577,272.8548854,2,"103.527",408.3878479,2019-08-14 13:37:58
"256","EM-14-3",58.57398216,-111.0902179,267.1178236,2,"98.985",376.9845276,2019-08-14 13:40:24
"257","EM-14-4",58.56782696,-111.0909849,112.3238383,2,"63.442",308.7158203,2019-08-14 13:48:57
"258","EM-14-4",58.56778061,-111.0911114,114.6543718,2,"60.628",288.6368408,2019-08-14 13:50:34
"259","EM-14-4",58.56789421,-111.090867,105.6178518,2,"77.284",381.5289307,2019-08-14 13:52:17
"260","GC-14-1",58.56720233,-111.0890604,9.291324547,2,"25.442",49.7587738,2019-08-14 14:03:20
"261","GC-14-1",58.56714507,-111.0891747,7.913286259,2,"21.343",39.6893425,2019-08-14 14:04:29
"262","GC-14-1",58.56716629,-111.0891473,3.561680977,2,"12.426",48.70531464,2019-08-14 14:05:39
"263","GC-14-1",58.56691839,-111.0859958,136.8922328,2,"41.647",172.890564,2019-08-14 14:11:47
"264","GC-14-1",58.56685933,-111.0861024,136.1327992,2,"51.815",203.0440369,2019-08-14 14:13:11
"265","GC-14-1",58.56682742,-111.0859006,141.2512872,2,"50.552",210.5429688,2019-08-14 14:14:42
"266","GC-14-1",58.58238455,-111.0504401,43.50259217,2,"44.667",81.10675049,2019-08-14 14:27:25
"267","GC-14-1",58.58230175,-111.0505718,40.02377486,2,"43.969",79.72895813,2019-08-14 14:28:55
"268","GC-14-1",58.58236765,-111.0504479,47.72447265,2,"45.882",83.89014435,2019-08-14 14:30:14
"269","GC-14-1",58.56588724,-111.060987,192.3932475,2,"89.242",272.7689819,2019-08-14 14:39:17
"270","GC-14-1",58.56591054,-111.061164,178.2938565,2,"71.785",220.7594757,2019-08-14 14:41:42
"271","GC-14-1",58.56600737,-111.0609059,193.7678295,2,"94.023",295.831665,2019-08-14 14:44:10
"272","GC-14-1",58.45706933,-111.0601874,189.9504302,2,"64.399",152.7518768,2019-08-14 15:14:37
"273","GC-14-1",58.45708021,-111.0604704,190.3436044,2,"64.893",255.2253876,2019-08-14 15:16:59
"274","GC-14-1",58.4570436,-111.060375,183.5598984,2,"66.277",278.6354675,2019-08-14 15:18:48
"276","GC-14-1",58.45288575,-111.0620986,523.3825295,2,"254.538",1549.082275,2019-08-14 15:27:30
"277","GC-14-1",58.45265885,-111.0631388,1205.562731,2,"269.181",1440.030029,2019-08-14 15:32:49
"278","GC-14-1",58.45270107,-111.0605681,1011.12687,2,"264.14",1419.73938,2019-08-14 15:38:19
"279","GC-14-1",58.45164721,-111.0550661,983.7768116,2,"217.071",1272.945068,2019-08-14 15:53:13
"280","GC-14-1",58.45145819,-111.054797,1018.478901,2,"219.103",1258.075195,2019-08-14 15:56:58
"281","GC-14-1",58.45129555,-111.0539633,974.0091669,2,"205.904",1186.099365,2019-08-14 16:00:57
"282","AR-14-3",58.46640677,-110.8468354,1040.964002,2,"225.721",1372.957275,2019-08-14 16:34:09
"283","AR-14-3",58.46708995,-110.8465112,1063.669794,2,"205.805",1192.987305,2019-08-14 16:38:51
"284","AR-14-3",58.4673358,-110.845375,1030.042575,2,"220.941",1266.702515,2019-08-14 16:43:04
"285","AR-14-3",58.4703373,-110.8383908,607.3511845,2,"178.991",861.2867432,2019-08-14 16:55:30
"286","AR-14-3",58.47017673,-110.8392645,587.9726771,2,"176.513",837.5443115,2019-08-14 17:00:20
"287","AR-14-3",58.47055125,-110.8371463,586.0910091,2,"191.498",832.3604736,2019-08-14 17:04:24
"289","AR-14-3",58.54760953,-110.8254489,386.6994092,2,"82.363",444.4246521,2019-08-14 17:38:49
"290","AR-14-3",58.54768014,-110.8250354,396.9734809,2,"96.241",519.7061157,2019-08-14 17:41:04
"292","AR-14-3",58.54521427,-110.8276358,482.4611027,2,"79.16",581.7182617,2019-08-14 17:49:10
"293","AR-14-3",58.54522435,-110.8278334,488.6291961,2,"64.883",504.9844055,2019-08-14 17:51:23
"294","AR-14-3",58.54537495,-110.8275809,615.4170438,2,"109.031",836.2043457,2019-08-14 17:53:39
"295","AR-14-7",58.58980287,-110.7929092,486.418697,2,"117.404",667.4243774,2019-08-14 18:13:48
"296","AR-14-7",58.58984385,-110.7928949,474.7650266,2,"113.562",657.2208862,2019-08-14 18:16:29
"297","AR-14-7",58.58968574,-110.7928818,473.1992808,2,"121.371",659.5830078,2019-08-14 18:19:12
"298","AR-14-8",58.63816421,-110.7735305,474.719477,2,"154.521",623.9865723,2019-08-14 18:39:37
"299","AR-14-8",58.63835368,-110.7730904,477.1076692,2,"154.471",633.2677002,2019-08-14 18:42:27
"300","AR-14-8",58.63857523,-110.7731992,486.0200751,2,"158.909",636.2521362,2019-08-14 18:45:28
"301","AR-14-9",58.65806183,-110.743966,334.0701654,2,"120.187",421.3813477,2019-08-14 18:57:00
"302","AR-14-9",58.65815909,-110.7434867,335.6740667,2,"121.774",437.2870178,2019-08-14 18:59:21
"303","AR-14-9",58.6583236,-110.7438404,340.245499,2,"119.155",425.7032166,2019-08-14 19:02:31
"304","Ch08152019-1",58.82442534,-111.3061803,0.5469512,2,"78.01",136.1596222,2019-08-15 10:31:38
