"","new_time","mon_PT_","2091437","2093013","2024014","2093007"
"99",2019-07-14 11:30:00,NA,2.6452300124,3.2134556996,3.117433282,3.0828731104
"100",2019-07-14 11:45:00,NA,2.6494556996,3.225433282,3.1218731104,3.0872007696
"101",2019-07-14 12:00:00,NA,2.655433282,3.2268731104,3.1232007696,3.0856813868
"102",2019-07-14 12:15:00,NA,2.6538731104,3.2252007696,3.1246813868,3.0823876912
"103",2019-07-14 12:30:00,NA,2.6552007696,3.2236813868,3.1183876912,3.0835521952
"104",2019-07-14 12:45:00,NA,2.6566813868,3.2263876912,3.1195521952,3.0865521952
"105",2019-07-14 13:00:00,NA,2.6563876912,3.2305521952,3.1285521952,3.0897581624
"106",2019-07-14 13:15:00,NA,2.6545521952,3.2305521952,3.1287581624,3.095176922
"107",2019-07-14 13:30:00,NA,2.6575521952,3.2307581624,3.131176922,3.0947996256
"108",2019-07-14 13:45:00,NA,2.6547581624,3.236176922,3.1367996256,3.095729594
"109",2019-07-14 14:00:00,NA,2.657176922,3.2387996256,3.134729594,3.0951891424
"110",2019-07-14 14:15:00,NA,2.6597996256,3.239729594,3.1401891424,3.1032408028
"111",2019-07-14 14:30:00,NA,2.657729594,3.2421891424,3.1362408028,3.1031796196
"112",2019-07-14 14:45:00,NA,2.6661891424,3.2442408028,3.1391796196,3.102333252
"113",2019-07-14 15:00:00,NA,2.6652408028,3.2471796196,3.141333252,3.1009974188
"114",2019-07-14 15:15:00,NA,2.6651796196,3.249333252,3.1459974188,3.10242705
"115",2019-07-14 15:30:00,NA,2.664333252,3.2449974188,3.14142705,3.1039382588
"116",2019-07-14 15:45:00,NA,2.6689974188,3.24642705,3.1399382588,3.1042665924
"117",2019-07-14 16:00:00,NA,2.67342705,3.2479382588,3.1402665924,3.1028389844
"118",2019-07-14 16:15:00,NA,2.6719382588,3.2512665924,3.1448389844,3.1070728456
"119",2019-07-14 16:30:00,NA,2.6752665924,3.2498389844,3.1490728456,3.1094936284
"120",2019-07-14 16:45:00,NA,2.6738389844,3.2540728456,3.1484936284,3.1081577952
"121",2019-07-14 17:00:00,NA,2.6780728456,3.2534936284,3.1501577952,3.1146472608
"122",2019-07-14 17:15:00,NA,2.6804936284,3.2521577952,3.1536472608,3.1125262432
"123",2019-07-14 17:30:00,NA,2.6821577952,3.2586472608,3.1575262432,3.1171190296
"124",2019-07-14 17:45:00,NA,2.6856472608,3.2595262432,3.1501190296,3.1139252828
"125",2019-07-14 18:00:00,NA,2.6835262432,3.2581190296,3.1559252828,3.1193950284
"126",2019-07-14 18:15:00,NA,2.6851190296,3.2609252828,3.1583950284,3.117437166
"127",2019-07-14 18:30:00,NA,2.6849252828,3.2633950284,3.156437166,3.1199069116
"128",2019-07-14 18:45:00,NA,2.6873950284,3.261437166,3.1559069116,3.1223052768
"129",2019-07-14 19:00:00,NA,2.688437166,3.2639069116,3.1643052768,3.122264488
"130",2019-07-14 19:15:00,NA,2.6909069116,3.2633052768,3.164264488,3.125213502
"131",2019-07-14 19:30:00,NA,2.6933052768,3.269264488,3.167213502,3.1305608812
"132",2019-07-14 19:45:00,NA,2.699264488,3.272213502,3.1665608812,3.1286947936
"133",2019-07-14 20:00:00,NA,2.702213502,3.2655608812,3.1646947936,3.1315928216
"134",2019-07-14 20:15:00,NA,2.7015608812,3.2696947936,3.1675928216,3.13105237
"135",2019-07-14 20:30:00,NA,2.7026947936,3.2695928216,3.16705237,3.1330734388
"136",2019-07-14 20:45:00,NA,2.7055928216,3.27205237,3.1690734388,3.1375724272
"137",2019-07-14 21:00:00,NA,2.70505237,3.2680734388,3.1705724272,3.1360428472
"138",2019-07-14 21:15:00,NA,2.7070734388,3.2725724272,3.1720428472,3.1350945076
"139",2019-07-14 21:30:00,NA,2.7085724272,3.2680428472,3.1680945076,3.13201293
"140",2019-07-14 21:45:00,NA,2.7160428472,3.2700945076,3.17101293,3.1341665624
"141",2019-07-14 22:00:00,NA,2.7120945076,3.27301293,3.1701665624,3.1394425612
"142",2019-07-14 22:15:00,NA,2.71501293,3.2721665624,3.1724425612,3.138361658
"143",2019-07-14 22:30:00,NA,2.7171665624,3.2714425612,3.171361658,3.1396995144
"144",2019-07-14 22:45:00,NA,2.7164425612,3.270361658,3.1726995144,3.1420061048
"145",2019-07-14 23:00:00,NA,2.718361658,3.2686995144,3.1720061048,3.1383738784
"146",2019-07-14 23:15:00,NA,2.7166995144,3.2770061048,3.1743738784,3.143486722
"147",2019-07-14 23:30:00,NA,2.7160061048,3.2763738784,3.173486722,3.1430584396
"148",2019-07-14 23:45:00,NA,2.7153738784,3.275486722,3.1760584396,3.1456811432
"149",2019-07-15 00:00:00,NA,2.714486722,3.2750584396,3.1756811432,3.148823904
"150",2019-07-15 00:15:00,NA,2.7170584396,3.2776811432,3.178823904,3.149282778
"151",2019-07-15 00:30:00,NA,2.7136811432,3.283823904,3.185282778,3.1479877336
"152",2019-07-15 00:45:00,NA,2.719823904,3.284282778,3.1839877336,3.1511814804
"153",2019-07-15 01:00:00,NA,2.714282778,3.2769877336,3.1811814804,3.1529578164
"154",2019-07-15 01:15:00,NA,2.7159877336,3.2801814804,3.1829578164,3.1516729692
